X1,occurrenceID,rightsHolder,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordedBy,Source,Date,yearMeasurement,Sex,lifeStage,Department,Municipality,ParamoComplex,Locality,Elevation,decimalLatitude,decimalLongitude,Order,Family,Species,Weight,totalCulmen,exposedCulmen,billDepth,billWidth,gape,wingArea,wingLength,distPrimarySecondary,tailLength,tailShape,Tarsus,Hallux,halluxClaw,Wingspan,Weight_Dunning2008
2193,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:2104,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:2104,"Aquiles Gutierrez, Carlos Ordonez, Nixon Guerrero, Daniel Pantoja",Field,29-Apr-15,2015,Male,Adult,Cauca,Santa Rosa,Complejo de Paramos Dona Juana-Chimayoy (DJP),"Cauca: Santa Rosa: El Carmelo, Vda. Los Andes, Sector Las Animas",2978,1.717917,-76.838417,Passeriformes,Thraupidae,Diglossa albilatera,10.5,12.9,9.5,4.3,2.9,7.2,345.9,56,8,44,NA,19.5,11.5,NA,NA,9.85
2194,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1232,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1232,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,21-May-15,2015,Undetermined,Not registered,Narino,Tuquerres,Complejo de Paramos Chiles-Cumbal (CHC),"Narino: Tuquerres: San Roque, Vda. Esnambud",3414,1.104694,-77.672444,Passeriformes,Thraupidae,Diglossa albilatera,10.5,12.8,8.6,4.7,2.7,6.9,367.67,62,14,56,5,23.7,12.8,NA,NA,9.85
2195,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:2126,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:2126,"Aquiles Gutierrez, Carlos Ordonez, Nixon Guerrero, Daniel Pantoja",Field,30-Apr-15,2015,Undetermined,Adult,Cauca,Santa Rosa,Complejo de Paramos Dona Juana-Chimayoy (DJP),"Cauca: Santa Rosa: El Carmelo, Vda. Los Andes, Sector Las Animas",2680,1.728194,-76.703694,Passeriformes,Thraupidae,Diglossa albilatera,10,11.1,9.2,4,3.2,7,410.8,61,10,49,NA,21.5,9.9,NA,NA,9.85
2196,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0579,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0579,"Ana Rueda, Angelica Moreno",Field,22-May-14,2014,Female,Not registered,Cundinamarca,Cabrera,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Cabrera: Vda. de Hoyerias,3053,3.931233,-74.403517,Passeriformes,Thraupidae,Diglossa albilatera,10.5,11.44,8.53,3.74,2.7,4.94,1837.2,54,NA,52,0,19.01,10.29,NA,160,9.85
2197,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0572,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0572,"Ana Rueda, Angelica Moreno",Field,22-May-14,2014,Male,Not registered,Cundinamarca,Cabrera,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Cabrera: Vda. de Hoyerias,3085,3.93235,-74.402833,Passeriformes,Thraupidae,Diglossa albilatera,10.5,13.39,9.41,4.6,2.75,6.78,1928,60,NA,58,0,21.07,11.59,NA,175,9.85
2198,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0580,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0580,"Ana Rueda, Angelica Moreno",Field,22-May-14,2014,Male,Not registered,Cundinamarca,Cabrera,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Cabrera: Vda. de Hoyerias,3053,3.931233,-74.403517,Passeriformes,Thraupidae,Diglossa albilatera,12.5,12.72,9.5,4.53,2.97,6.34,2029.8,59,NA,57,0,21.77,11.39,NA,182,9.85
2199,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0833,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0833,"Angelica Moreno, Johan Gantiva",Field,6-Oct-14,2014,Undetermined,Not registered,Cundinamarca,Ubaque,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,3152,4.543639,-74.0045,Passeriformes,Thraupidae,Diglossa albilatera,12,12.3,10.19,4.72,2.92,4.93,2245.5,56,NA,53,0,20.91,10.02,NA,167,9.85
2200,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0828,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0828,"Angelica Moreno, Johan Gantiva",Field,6-Oct-14,2014,Undetermined,Not registered,Cundinamarca,Ubaque,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,3151,4.542222,-74.003778,Passeriformes,Thraupidae,Diglossa albilatera,10,14.13,9.78,4.99,2.95,5.14,2386.9,55,NA,52,0,19.08,NA,NA,171,9.85
2201,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0861,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0861,"Angelica Moreno, Johan Gantiva",Field,9-Oct-14,2014,Undetermined,Not registered,Cundinamarca,Ubaque,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,3241,4.5485,-74.002472,Passeriformes,Thraupidae,Diglossa albilatera,7,12.9,10.5,4.4,3.17,5.5,2478.8,65,NA,49,0,NA,10.53,NA,185,9.85
2202,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN022:0453,UDFJC,Preserved specimen,IAvH,IAvH,En proceso,"Ana Rueda, Angelica Moreno",Field,13-Apr-14,2014,Female,Not registered,Cundinamarca,Chipaque,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Chipaque: Vda. las Fruticas,3346.0944,4.355231,-74.09555,Passeriformes,Thraupidae,Diglossa albilatera,NA,11.24,8.71,4.39,2.65,4.45,2618.2,58,NA,50,0,21.36,8.6,NA,150,9.85
2203,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0494,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0494,"Ana Rueda, Angelica Moreno",Field,17-May-14,2014,Female,Not registered,Cundinamarca,Cabrera,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Cabrera: Vda. de Hoyerias,3250,3.927433,-74.4005,Passeriformes,Thraupidae,Diglossa albilatera,9.5,12.93,9.03,4.73,3.08,5.07,2598.5,58,NA,50,0,20.76,11.79,NA,178,9.85
2204,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0818,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0818,"Angelica Moreno, Johan Gantiva",Field,5-Oct-14,2014,Undetermined,Not registered,Cundinamarca,Ubaque,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,3104,4.53275,-74.006306,Passeriformes,Thraupidae,Diglossa albilatera,14,13.4,10.7,4.6,2.8,6,2603.6,60,NA,50,0,19.9,11.8,NA,180,9.85
2205,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0425,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0425,"Ana Rueda, Angelica Moreno",Field,11-Apr-14,2014,Undetermined,Not registered,Cundinamarca,Chipaque,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Chipaque: Vda. las Fruticas,3214.7256,4.35675,-74.092511,Passeriformes,Thraupidae,Diglossa albilatera,13.5,12.07,9.42,4.8,3.32,7.13,2888.2,55,NA,54,0,20.41,11.7,NA,170,9.85
2206,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN022:0786,UDFJC,Preserved specimen,UDFJC,MUD,En proceso,"Ana Rueda, Angelica Moreno",Field,9-Jun-14,2014,Undetermined,Not registered,Cundinamarca,Une,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Une: Vda. Llanitos,3223,4.23975,-74.1245,Passeriformes,Thraupidae,Diglossa albilatera,8.5,11.57,7.86,4.5,2.75,6.07,2967.2,55,NA,54,0,19.89,10.81,NA,176,9.85
2207,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN022:0544,UDFJC,Preserved specimen,IAvH,IAvH,En proceso,"Ana Rueda, Angelica Moreno",Field,20-May-14,2014,Male,Not registered,Cundinamarca,Cabrera,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Cabrera: Vda. de Hoyerias,3081,3.932133,-74.403233,Passeriformes,Thraupidae,Diglossa albilatera,9.5,13.16,8.09,4.46,3.14,5.78,3111.5,56,NA,51,0,19.99,11.11,NA,183,9.85
2208,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0826,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0826,"Angelica Moreno, Johan Gantiva",Field,6-Oct-14,2014,Undetermined,Not registered,Cundinamarca,Ubaque,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,3152,4.542222,-74.004,Passeriformes,Thraupidae,Diglossa albilatera,8,13.25,8.73,4.09,2.75,5.37,3173.8,61,NA,54,0,20.76,11.71,NA,180,9.85
2209,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN022:0823,UDFJC,Preserved specimen,IAvH,IAvH,En proceso,"Ana Rueda, Angelica Moreno",Field,5-Oct-14,2014,Undetermined,Not registered,Cundinamarca,Ubaque,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,3103,4.532889,-74.00625,Passeriformes,Thraupidae,Diglossa albilatera,NA,13.98,9.15,4.67,2.83,4.8,3309.6,60,NA,53,0,19.99,11.8,NA,175,9.85
2210,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0827,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0827,"Angelica Moreno, Johan Gantiva",Field,6-Oct-14,2014,Undetermined,Not registered,Cundinamarca,Ubaque,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,3151,4.542222,-74.003778,Passeriformes,Thraupidae,Diglossa albilatera,9,13.4,8.49,4,2.75,5.74,3337.9,58,NA,51,0,20.1,10.77,NA,158,9.85
2211,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0497,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0497,"Ana Rueda, Angelica Moreno",Field,17-May-14,2014,Male,Not registered,Cundinamarca,Cabrera,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Cabrera: Vda. de Hoyerias,3250,3.927433,-74.4005,Passeriformes,Thraupidae,Diglossa albilatera,NA,11.6,8.43,NA,NA,6.84,3821.8,55,NA,56,0,22.17,10.19,NA,182,9.85
2212,IAvH:SSEYC:ALMORZADEROTAMA:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN019:0068,UNIPAMPLONA,Preserved specimen,IAvH,IAvH,Temp-ABD957,"Camilo Angarita, Orlando Armesto, Ivan Gafaro",Field,7-Nov-14,2014,Female,Not registered,Norte de Santander,Toledo,Complejo de Paramos Tama (TMA),"Norte de Santander: Toledo: Vda. Quebrada Grande, Paramo de Mejue",2630,7.481472,-72.540167,Passeriformes,Thraupidae,Diglossa albilatera,11,11.3,8.7,4.5,3.2,4.6,49.3,52,21.56,47,33.68,15.8,9.5,NA,NA,9.85
2213,IAvH:SSEYC:ALMORZADEROTAMA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN019:0035,UNIPAMPLONA,Preserved specimen,IAvH,IAvH,Temp-ABG976,"Camilo Angarita, Orlando Armesto, Ivan Gafaro",Field,5-Sep-14,2014,Male,Not registered,Norte de Santander,Chitaga,Complejo de Paramos Almorzadero (ALM),Norte de Santander: Chitaga: Vda. Tane,2860,7.214528,-72.597028,Passeriformes,Thraupidae,Diglossa albilatera,11,12.3,8.4,4.4,3.8,4.3,45.25,55,23.71,45,41.63,15.8,11.1,NA,NA,9.85
2214,IAvH:SSEYC:ALMORZADEROTAMA:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN019:0067,UNIPAMPLONA,Preserved specimen,IAvH,IAvH,Temp-ABD958,"Camilo Angarita, Orlando Armesto, Ivan Gafaro",Field,7-Nov-14,2014,Female,Not registered,Norte de Santander,Toledo,Complejo de Paramos Tama (TMA),"Norte de Santander: Toledo: Vda. Quebrada Grande, Paramo de Mejue",2630,7.481472,-72.540167,Passeriformes,Thraupidae,Diglossa albilatera,12,10.2,9.5,4.1,2.9,4.1,39.57,60,24.18,50,37.27,15.7,12.2,NA,NA,9.85
2215,IAvH:SSEYC:ALMORZADEROTAMA:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN019:0071,UNIPAMPLONA,Preserved specimen,IAvH,IAvH,Temp-ABG962,"Camilo Angarita, Orlando Armesto, Ivan Gafaro",Field,5-Nov-14,2014,Male,Not registered,Norte de Santander,Toledo,Complejo de Paramos Tama (TMA),"Norte de Santander: Toledo: Vda. Quebrada Grande, Paramo de Mejue",2490,7.476556,-72.543528,Passeriformes,Thraupidae,Diglossa albilatera,12,12.8,8.5,4.9,3.3,4.4,47.4,60,23.32,50,33,17.6,7.7,NA,NA,9.85
2216,IAvH:SSEYC:ALMORZADEROTAMA:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN019:0070,UNIPAMPLONA,Preserved specimen,IAvH,IAvH,Temp-ABE044,"Camilo Angarita, Orlando Armesto, Ivan Gafaro",Field,5-Nov-14,2014,Male,Not registered,Norte de Santander,Toledo,Complejo de Paramos Tama (TMA),"Norte de Santander: Toledo: Vda. Quebrada Grande, Paramo de Mejue",2490,7.476556,-72.543528,Passeriformes,Thraupidae,Diglossa albilatera,12,13,8.4,4.5,NA,5.5,49.89,62,24.49,52,42.45,17.7,10.8,NA,NA,9.85
2217,IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0656,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0656,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,12-Dec-14,2014,Female,Adult,Boyaca,Pesca,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),"Boyaca: Pesca: Via hacia Rondon y Zetaquira, Vda. La Carbonera",3110,5.436833,-73.108722,Passeriformes,Thraupidae,Diglossa albilatera,11,12.6,10,4.7,3.2,5.4,NA,55,9,39,29,20,6.9,NA,NA,9.85
2218,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0530,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0530,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,31-Jan-15,2015,Female,Adult,Boyaca,Tipacoque,Complejo de Paramos Guantiva-La Rusia (GLR),"Boyaca: Tipacoque: Parque Natural Municipal Robledales de Tipacoque, Vda. La Calera",2854,6.398106,-72.721642,Passeriformes,Thraupidae,Diglossa albilatera,10,14.1,8.7,5.2,3.5,5,2444.43,48.9,5,46.4,19.1,21,6.9,NA,NA,9.85
2219,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0529,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0529,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,31-Jan-15,2015,Female,Adult,Boyaca,Tipacoque,Complejo de Paramos Guantiva-La Rusia (GLR),"Boyaca: Tipacoque: Parque Natural Municipal Robledales de Tipacoque, Vda. La Calera",3090,6.396181,-72.731844,Passeriformes,Thraupidae,Diglossa albilatera,12,12,9.5,4.5,3.5,5,2532.39,58,10.6,50,18.5,20.9,7.4,NA,NA,9.85
2220,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0592,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0592,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,14-Feb-15,2015,Female,Adult,Santander,Onzaga,Complejo de Paramos Guantiva-La Rusia (GLR),Santander: Onzaga: Vda. Chaguaca,3005,6.228489,-72.782981,Passeriformes,Thraupidae,Diglossa albilatera,8,11.8,10,4.7,2.9,6,2825.89,61,NA,NA,17,20.7,7.9,NA,NA,9.85
2221,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0578,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0578,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,13-Feb-15,2015,Female,Adult,Santander,Onzaga,Complejo de Paramos Guantiva-La Rusia (GLR),Santander: Onzaga: Vda. Chaguaca,3195,6.222942,-72.784197,Passeriformes,Thraupidae,Diglossa albilatera,10,14.3,9.5,4.8,3.1,6,2821.31,54.1,7.6,51.7,24.6,22,7.8,NA,NA,9.85
2222,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0545,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0545,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,1-Feb-15,2015,Female,Adult,Boyaca,Tipacoque,Complejo de Paramos Guantiva-La Rusia (GLR),"Boyaca: Tipacoque: Parque Natural Municipal Robledales de Tipacoque, Vda. La Calera",2854,6.398106,-72.721642,Passeriformes,Thraupidae,Diglossa albilatera,14,14.8,9.9,4.4,3.2,6.3,3034.33,59.2,9.2,51.8,25.3,21.9,9,NA,NA,9.85
2223,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0555,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0555,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,2-Feb-15,2015,Undetermined,Adult,Boyaca,Tipacoque,Complejo de Paramos Guantiva-La Rusia (GLR),"Boyaca: Tipacoque: Parque Natural Municipal Robledales de Tipacoque, Vda. La Calera",2854,6.398106,-72.721642,Passeriformes,Thraupidae,Diglossa albilatera,10,13.9,10.6,4.6,3.2,5.5,3069.98,58.2,2.2,52.9,26.1,21.6,6.7,NA,NA,9.85
2224,IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0557,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0557,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,11-Nov-14,2014,Male,Adult,Boyaca,Rondon,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca: Rondon: Vda. Nueva Granada,3121,5.4145,-73.23575,Passeriformes,Thraupidae,Diglossa albilatera,11,11.8,9.6,5,NA,NA,3174.98,58,12,49,30,20.3,NA,NA,NA,9.85
2225,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0533,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0533,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,31-Jan-15,2015,Female,Adult,Boyaca,Tipacoque,Complejo de Paramos Guantiva-La Rusia (GLR),"Boyaca: Tipacoque: Parque Natural Municipal Robledales de Tipacoque, Vda. La Calera",2854,6.398106,-72.721642,Passeriformes,Thraupidae,Diglossa albilatera,10,14,8.8,4.5,3.4,5,3194.86,54.5,8.5,48.7,19,21,7.2,NA,NA,9.85
2226,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0538,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0538,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,31-Jan-15,2015,Male,Adult,Boyaca,Tipacoque,Complejo de Paramos Guantiva-La Rusia (GLR),"Boyaca: Tipacoque: Parque Natural Municipal Robledales de Tipacoque, Vda. La Calera",2854,6.398106,-72.721642,Passeriformes,Thraupidae,Diglossa albilatera,12,14.5,10.4,4,2.9,5.4,3188.07,60.5,16.2,44,21.7,24,NA,NA,NA,9.85
2227,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0544,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0544,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,1-Feb-15,2015,Male,Adult,Boyaca,Tipacoque,Complejo de Paramos Guantiva-La Rusia (GLR),"Boyaca: Tipacoque: Parque Natural Municipal Robledales de Tipacoque, Vda. La Calera",2854,6.398106,-72.721642,Passeriformes,Thraupidae,Diglossa albilatera,11,14.2,9.3,4.5,2.5,6.3,3235.76,60,6.5,58,31.4,22.6,8,NA,NA,9.85
2228,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0532,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0532,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,31-Jan-15,2015,Male,Adult,Boyaca,Tipacoque,Complejo de Paramos Guantiva-La Rusia (GLR),"Boyaca: Tipacoque: Parque Natural Municipal Robledales de Tipacoque, Vda. La Calera",2854,6.398106,-72.721642,Passeriformes,Thraupidae,Diglossa albilatera,10,15.3,9.6,4.5,3.4,4.5,3321.7,58.5,6.7,51,27.2,21.8,6.9,NA,NA,9.85
2229,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0569,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0569,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,12-Feb-15,2015,Male,Adult,Santander,Onzaga,Complejo de Paramos Guantiva-La Rusia (GLR),Santander: Onzaga: Vda. Chaguaca,3195,6.222942,-72.784197,Passeriformes,Thraupidae,Diglossa albilatera,13,12.6,9.9,4.8,3.5,5.8,4061.77,67,16,54,31,20.3,6.1,NA,NA,9.85
